typeofaction,sourceid,destinationid,amountofmoney,year,month,day,dayofweek,isfraud
transfer,78834,94670,376890,2019,6,17,0,1
transfer,93386,94670,376890,2019,3,2,5,1
transfer,24207,94670,376890,2019,4,20,5,1
transfer,40873,94670,376890,2019,4,26,4,1
transfer,52083,94670,376890,2019,5,2,3,1
transfer,83080,94670,376890,2019,5,3,4,1
transfer,80596,94670,376890,2019,5,30,3,1
transfer,84618,94670,376890,2019,4,17,2,1
transfer,572,94670,376890,2019,5,10,4,1
transfer,54587,94670,376890,2019,5,30,3,1
transfer,52697,94670,376890,2019,3,25,0,1
transfer,56626,94670,376890,2019,3,7,3,1
transfer,98788,94670,376891,2019,7,2,1,1
transfer,44299,94670,376891,2019,6,5,2,1
transfer,82471,77952,288956,2019,5,10,4,1
transfer,7637,77952,288956,2019,3,21,3,1
transfer,39500,77952,288956,2019,5,7,1,1
transfer,42776,77952,288956,2019,2,24,6,1
transfer,75872,77952,288956,2019,3,27,2,1
transfer,93198,77952,288956,2019,7,5,4,1
transfer,97709,77952,288956,2019,2,28,3,1
transfer,22992,77952,288956,2019,3,29,4,1
transfer,98881,77952,288956,2019,4,11,3,1
transfer,71324,77952,288956,2019,4,5,4,1
transfer,1126,77952,288956,2019,6,17,0,1
transfer,51853,77952,288956,2019,5,17,4,1
transfer,60346,77952,288956,2019,6,9,6,1
transfer,89733,77952,288956,2019,7,12,4,1
transfer,56678,77952,288956,2019,4,14,6,1
transfer,33236,77952,288956,2019,6,21,4,1
transfer,40198,77952,288956,2019,5,13,0,1
transfer,9287,77952,288956,2019,4,13,5,1
transfer,1549,77952,288956,2019,3,22,4,1
transfer,35428,77952,288957,2019,4,23,1,1
transfer,71059,77952,288957,2019,2,28,3,1
transfer,51016,77952,288957,2019,5,23,3,1
transfer,41568,77952,288957,2019,6,18,1,1
transfer,16346,77952,288957,2019,3,27,2,1
transfer,75319,77952,288957,2019,7,11,3,1
transfer,50625,77952,288957,2019,4,24,2,1
transfer,75610,89131,349000,2019,4,7,6,1
transfer,42988,89131,349000,2019,6,30,6,1
transfer,99078,89131,349000,2019,2,27,2,1
transfer,86998,89131,349000,2019,3,22,4,1
transfer,23147,89131,349000,2019,3,5,1,1
transfer,77645,89131,349000,2019,3,8,4,1
transfer,35651,89131,349000,2019,4,30,1,1
transfer,3854,89131,349001,2019,5,17,4,1
transfer,4443,89131,349001,2019,4,22,0,1
transfer,58609,89131,349001,2019,5,15,2,1
transfer,9735,89131,349001,2019,3,29,4,1
transfer,43663,89131,349001,2019,3,1,4,1
transfer,66349,89131,349001,2019,5,1,2,1
transfer,23161,89131,349001,2019,5,11,5,1
transfer,26248,89131,349001,2019,3,3,6,1
transfer,59605,89131,349001,2019,4,7,6,1
transfer,98642,89131,349001,2019,7,18,3,1
transfer,93778,89131,349001,2019,4,11,3,1
transfer,88746,89131,349001,2019,4,3,2,1
transfer,75054,89131,349001,2019,5,13,0,1
transfer,53219,86903,215499,2019,7,10,2,1
transfer,50275,86903,215499,2019,6,12,2,1
transfer,46184,86903,215499,2019,4,24,2,1
transfer,78804,86903,215499,2019,5,11,5,1
transfer,18690,86903,215499,2019,3,21,3,1
transfer,46802,86903,215499,2019,5,25,5,1
transfer,22049,86903,215499,2019,6,24,0,1
transfer,85286,86903,215499,2019,6,15,5,1
transfer,67817,86903,215499,2019,3,16,5,1
transfer,51273,86903,215499,2019,2,25,0,1
transfer,23801,86903,215499,2019,5,11,5,1
transfer,63314,86903,215499,2019,5,27,0,1
transfer,78644,86903,215499,2019,3,28,3,1
transfer,79739,86903,215499,2019,5,31,4,1
transfer,35926,86903,215499,2019,3,5,1,1
transfer,86344,86903,215499,2019,5,30,3,1
transfer,66835,86903,215499,2019,3,28,3,1
transfer,10404,86903,215499,2019,5,31,4,1
transfer,47413,86903,215499,2019,4,27,5,1
transfer,100000,86903,215499,2019,6,30,6,1
transfer,4348,86903,215500,2019,7,11,3,1
transfer,2486,86903,215500,2019,3,13,2,1
transfer,75059,86903,215500,2019,3,4,0,1
transfer,21067,86903,215500,2019,3,25,0,1
transfer,25848,86903,215500,2019,7,12,4,1
transfer,81680,86903,215500,2019,6,26,2,1
transfer,55920,86903,215500,2019,6,1,5,1
transfer,6285,18941,386525,2019,7,1,0,1
transfer,52830,18941,386525,2019,6,28,4,1
transfer,29188,18941,386526,2019,5,13,0,1
transfer,31821,18941,386526,2019,4,10,2,1
transfer,67272,18941,386526,2019,3,17,6,1
transfer,59142,18941,386526,2019,3,2,5,1
transfer,88826,18941,386526,2019,5,6,0,1
transfer,11058,18941,386526,2019,4,24,2,1
transfer,21206,18941,386526,2019,4,2,1,1
transfer,34047,18941,386526,2019,7,1,0,1
transfer,45667,18941,386526,2019,3,24,6,1
transfer,87623,18941,386526,2019,3,13,2,1
transfer,87578,18941,386526,2019,4,25,3,1
transfer,62587,18941,386526,2019,5,26,6,1
transfer,51916,18941,386526,2019,3,25,0,1
transfer,66755,18941,386526,2019,4,18,3,1
transfer,37661,18941,386526,2019,6,5,2,1
transfer,83585,18941,386526,2019,4,29,0,1
transfer,71048,18941,386526,2019,7,9,1,1
transfer,79112,18941,386526,2019,4,30,1,1
transfer,9373,86839,478195,2019,3,10,6,1
transfer,85972,86839,478195,2019,4,10,2,1
transfer,65676,86839,478195,2019,3,9,5,1
transfer,95970,86839,478195,2019,7,14,6,1
transfer,43742,86839,478195,2019,6,8,5,1
transfer,68061,86839,478195,2019,6,10,0,1
transfer,43372,86839,478195,2019,4,2,1,1
transfer,23506,86839,478195,2019,7,19,4,1
transfer,75295,86839,478195,2019,2,24,6,1
transfer,44499,86839,478195,2019,3,17,6,1
transfer,26220,86839,478195,2019,4,30,1,1
transfer,239,86839,478195,2019,7,4,3,1
transfer,58473,86839,478195,2019,6,6,3,1
transfer,46161,86839,478195,2019,6,19,2,1
transfer,17130,86839,478195,2019,2,22,4,1
transfer,59524,86839,478196,2019,6,18,1,1
transfer,89495,42168,226478,2019,6,2,6,1
transfer,70669,42168,226479,2019,7,18,3,1
transfer,4474,42168,226479,2019,5,25,5,1
transfer,80584,42168,226479,2019,3,27,2,1
transfer,84640,42168,226479,2019,5,26,6,1
transfer,32144,42168,226479,2019,3,9,5,1
transfer,5185,42168,226479,2019,6,28,4,1
transfer,70960,42168,226479,2019,5,25,5,1
transfer,14355,42168,226479,2019,3,23,5,1
transfer,52112,42168,226479,2019,4,4,3,1
transfer,5128,42168,226479,2019,4,13,5,1
transfer,73501,42168,226479,2019,3,9,5,1
transfer,9232,42168,226479,2019,4,15,0,1
transfer,226,42168,226479,2019,5,6,0,1
transfer,10195,42168,226479,2019,7,15,0,1
transfer,49635,42168,226479,2019,3,31,6,1
transfer,71600,42168,226479,2019,3,12,1,1
transfer,47522,42168,226479,2019,3,11,0,1
transfer,78150,42168,226479,2019,4,27,5,1
transfer,59800,42168,226479,2019,5,17,4,1
transfer,6953,42168,226479,2019,7,2,1,1
transfer,26096,42168,226479,2019,6,6,3,1
transfer,33510,42168,226479,2019,7,15,0,1
transfer,67834,42168,226479,2019,3,13,2,1
transfer,12431,42168,226479,2019,6,8,5,1
transfer,14309,42168,226479,2019,4,22,0,1
transfer,73320,42168,226479,2019,3,8,4,1
transfer,53121,42168,226479,2019,6,18,1,1
transfer,3821,73055,361845,2019,2,26,1,1
transfer,89816,73055,361845,2019,6,27,3,1
transfer,81540,73055,361845,2019,4,30,1,1
transfer,10402,73055,361845,2019,6,3,0,1
transfer,36990,73055,361845,2019,4,11,3,1
transfer,63802,73055,361845,2019,4,29,0,1
transfer,23082,73055,361845,2019,6,6,3,1
transfer,11910,73055,361845,2019,4,21,6,1
transfer,99260,73055,361845,2019,4,1,0,1
transfer,12887,73055,361845,2019,6,18,1,1
transfer,81705,73055,361845,2019,4,29,0,1
transfer,40037,73055,361845,2019,3,7,3,1
transfer,52430,73055,361845,2019,4,26,4,1
transfer,26886,73055,361845,2019,3,8,4,1
transfer,30057,73055,361846,2019,4,23,1,1
transfer,97808,73055,361846,2019,4,11,3,1
transfer,57246,73055,361846,2019,7,16,1,1
transfer,63442,73055,361846,2019,4,3,2,1
transfer,28552,73055,361846,2019,6,19,2,1
transfer,90899,73055,361846,2019,3,30,5,1
transfer,77466,73055,361846,2019,5,16,3,1
transfer,97143,42594,2011892,2019,7,4,3,1
transfer,99212,42594,2011892,2019,3,10,6,1
transfer,14095,42594,2011893,2019,5,4,5,1
transfer,8956,51149,316128,2019,7,15,0,1
transfer,23219,51149,316128,2019,4,30,1,1
transfer,16917,51149,316128,2019,4,25,3,1
transfer,42439,51149,316128,2019,4,11,3,1
transfer,2896,51149,316128,2019,5,28,1,1
transfer,68239,51149,316128,2019,4,11,3,1
transfer,3529,51149,316128,2019,5,5,6,1
transfer,65351,51149,316129,2019,4,29,0,1
transfer,246,51149,316129,2019,5,19,6,1
transfer,8822,51149,316129,2019,7,9,1,1
transfer,41031,51149,316129,2019,5,12,6,1
transfer,6120,51149,316129,2019,6,29,5,1
transfer,22046,51149,316129,2019,5,8,2,1
transfer,46198,51149,316129,2019,5,11,5,1
transfer,19397,51149,316129,2019,6,30,6,1
transfer,1650,51149,316129,2019,4,20,5,1
transfer,12013,51149,316129,2019,6,15,5,1
transfer,4530,51149,316129,2019,4,20,5,1
transfer,46889,51149,316129,2019,5,7,1,1
transfer,26364,51149,316129,2019,6,29,5,1
transfer,48021,51149,316129,2019,4,2,1,1
transfer,40267,51149,316129,2019,3,19,1,1
transfer,15746,83790,274712,2019,6,7,4,1
transfer,15100,83790,274712,2019,4,17,2,1
transfer,58428,83790,274712,2019,6,26,2,1
transfer,61733,83790,274712,2019,5,26,6,1
transfer,85462,83790,274713,2019,5,29,2,1
transfer,6281,83790,274713,2019,6,22,5,1
transfer,26416,83790,274713,2019,4,6,5,1
transfer,49391,83790,274713,2019,3,6,2,1
transfer,63679,83790,274713,2019,6,6,3,1
transfer,56410,83790,274713,2019,3,9,5,1
transfer,9277,83790,274713,2019,2,27,2,1
transfer,29754,83790,274713,2019,7,14,6,1
transfer,26579,83790,274713,2019,4,10,2,1
transfer,26448,83790,274713,2019,3,25,0,1
transfer,8654,83790,274713,2019,5,1,2,1
transfer,52096,83790,274713,2019,3,1,4,1
transfer,99754,83790,274713,2019,5,19,6,1
transfer,14613,83790,274713,2019,7,9,1,1
transfer,24405,83790,274713,2019,5,1,2,1
transfer,20261,83790,274713,2019,3,18,0,1
transfer,15988,83790,274713,2019,6,5,2,1
transfer,59891,83790,274713,2019,6,3,0,1
transfer,78832,83790,274713,2019,4,12,4,1
transfer,9614,83790,274713,2019,6,8,5,1
transfer,88290,83790,274713,2019,2,28,3,1
transfer,77370,83790,274713,2019,5,3,4,1
transfer,58669,83790,274713,2019,7,11,3,1
transfer,728,83790,274713,2019,7,8,0,1
transfer,64353,74713,1310436,2019,6,11,1,1
transfer,17894,74713,1310436,2019,5,30,3,1
transfer,40237,74713,1310437,2019,3,18,0,1
transfer,58854,74713,1310437,2019,3,23,5,1
transfer,56874,74713,1310437,2019,4,25,3,1
transfer,52734,74713,1310437,2019,5,6,0,1
transfer,32713,77508,445248,2019,7,15,0,1
transfer,71486,77508,445248,2019,6,2,6,1
transfer,20358,77508,445248,2019,3,26,1,1
transfer,77549,77508,445248,2019,4,18,3,1
transfer,92740,77508,445248,2019,6,2,6,1
transfer,37414,77508,445248,2019,5,22,2,1
transfer,48631,77508,445248,2019,5,13,0,1
transfer,58492,77508,445248,2019,4,30,1,1
transfer,71160,77508,445248,2019,7,3,2,1
transfer,57896,77508,445249,2019,3,8,4,1
transfer,22313,77508,445249,2019,7,3,2,1
transfer,80105,77508,445249,2019,3,17,6,1
transfer,76977,77508,445249,2019,3,28,3,1
transfer,90128,77508,445249,2019,4,16,1,1
transfer,41512,77508,445249,2019,5,23,3,1
transfer,69445,77508,445249,2019,5,19,6,1
transfer,99359,77508,445249,2019,4,27,5,1
transfer,89799,95498,281506,2019,2,25,0,1
transfer,8439,95498,281506,2019,4,15,0,1
transfer,60722,95498,281506,2019,6,14,4,1
transfer,59359,95498,281506,2019,3,6,2,1
transfer,56249,95498,281506,2019,5,24,4,1
transfer,60661,95498,281506,2019,7,9,1,1
transfer,6752,95498,281506,2019,4,3,2,1
transfer,73912,95498,281506,2019,5,6,0,1
transfer,65179,95498,281506,2019,2,21,3,1
transfer,14146,95498,281506,2019,3,11,0,1
transfer,14092,95498,281506,2019,4,5,4,1
transfer,862,95498,281506,2019,7,18,3,1
transfer,28267,95498,281506,2019,4,6,5,1
transfer,51514,95498,281506,2019,5,31,4,1
transfer,14126,95498,281506,2019,6,13,3,1
transfer,53999,95498,281506,2019,3,18,0,1
transfer,95231,95498,281506,2019,6,11,1,1
transfer,25156,95498,281506,2019,5,20,0,1
transfer,95979,95498,281507,2019,3,26,1,1
transfer,71687,95498,281507,2019,6,11,1,1
transfer,66923,95498,281507,2019,7,1,0,1
transfer,5780,95498,281507,2019,4,5,4,1
transfer,84359,95498,281507,2019,5,17,4,1
transfer,82135,95498,281507,2019,4,29,0,1
transfer,15214,95498,281507,2019,3,13,2,1
transfer,4986,95498,281507,2019,3,3,6,1
transfer,89938,95498,281507,2019,6,7,4,1
cash-in,8764,60280,2124536,2019,4,20,5,0
cash-in,76487,57212,3973331,2019,3,18,0,0
cash-in,37401,37131,4689663,2019,7,8,0,0
cash-in,5490,51446,6080470,2019,4,1,0,0
cash-in,4859,19283,277215,2019,4,14,6,0
cash-in,13983,54664,4793288,2019,7,14,6,0
cash-in,41370,78452,6531605,2019,6,1,5,0
cash-in,44836,49597,1893610,2019,6,28,4,0
cash-in,19236,29620,1457754,2019,6,24,0,0
cash-in,11620,41819,6086012,2019,5,21,1,0
cash-in,16286,61097,2501756,2019,5,18,5,0
cash-in,27507,80925,1262145,2019,6,11,1,0
cash-in,23347,54049,980693,2019,7,16,1,0
cash-in,29492,43138,1335905,2019,6,18,1,0
cash-in,39266,82238,2405323,2019,4,8,0,0
cash-in,94234,25797,1735501,2019,3,24,6,0
cash-in,61010,28003,4708816,2019,7,18,3,0
cash-in,95582,96373,5458852,2019,4,17,2,0
cash-in,97892,34278,6194378,2019,3,7,3,0
cash-in,12652,94211,5644467,2019,3,5,1,0
cash-in,51792,52614,567299,2019,5,8,2,0
cash-in,29947,29996,1153116,2019,3,11,0,0
cash-in,18803,7426,6375559,2019,4,13,5,0
cash-in,31287,85814,266502,2019,5,19,6,0
cash-in,16409,32349,4478012,2019,4,22,0,0
cash-in,33979,40273,1030238,2019,6,1,5,0
cash-in,93407,56028,3478319,2019,7,19,4,0
cash-in,70010,37329,4813926,2019,5,11,5,0
cash-in,66916,54497,3424435,2019,5,9,3,0
cash-in,62348,17345,6421415,2019,6,5,2,0
cash-in,93710,45806,3012335,2019,6,3,0,0
cash-in,35086,36839,4266693,2019,3,2,5,0
cash-in,45526,18743,395032,2019,5,25,5,0
cash-in,99751,17283,6139986,2019,6,24,0,0
cash-in,5499,88631,3152907,2019,5,1,2,0
cash-in,86622,61158,5748999,2019,3,16,5,0
cash-in,94485,13021,6403504,2019,5,23,3,0
cash-in,63307,35542,6360313,2019,3,29,4,0
cash-in,95376,59438,5072865,2019,6,19,2,0
cash-in,86807,13105,4582171,2019,4,3,2,0
cash-in,88920,71196,2059672,2019,5,7,1,0
cash-in,334,28048,4628330,2019,7,3,2,0
cash-in,17447,12872,1797725,2019,3,4,0,0
cash-in,98282,7583,1218243,2019,5,11,5,0
cash-in,31654,50710,3368585,2019,3,19,1,0
cash-in,11850,55033,4040477,2019,3,12,1,0
cash-in,93901,10853,2387903,2019,7,2,1,0
cash-in,32093,32298,2529811,2019,6,6,3,0
cash-in,58094,16511,737413,2019,2,27,2,0
cash-in,7480,80408,4973740,2019,6,14,4,0
cash-in,9700,51915,4234770,2019,3,22,4,0
cash-in,1841,83673,99015,2019,4,1,0,0
cash-in,9841,832,5185606,2019,7,2,1,0
cash-in,41634,98596,2262363,2019,5,25,5,0
cash-in,2476,92988,4942500,2019,4,15,0,0
cash-in,6380,80401,630852,2019,6,12,2,0
cash-in,45330,42228,5622169,2019,7,12,4,0
cash-in,47807,45676,3597983,2019,4,5,4,0
cash-in,52358,10910,270079,2019,5,19,6,0
cash-in,45465,7187,5102151,2019,6,23,6,0
cash-in,12533,90499,716889,2019,7,6,5,0
cash-in,83100,3425,5940457,2019,7,16,1,0
cash-in,62379,26827,3083877,2019,5,4,5,0
cash-in,23867,33114,1013817,2019,6,11,1,0
cash-in,1683,96773,6468847,2019,6,2,6,0
cash-in,99938,85146,68412,2019,3,20,2,0
cash-in,60976,5502,5902402,2019,6,18,1,0
cash-in,96739,93138,6708425,2019,5,31,4,0
cash-in,41277,41940,2814402,2019,5,9,3,0
cash-in,18561,99227,144129,2019,6,5,2,0
cash-in,74876,82022,2086414,2019,3,13,2,0
cash-in,11942,44430,4085522,2019,6,11,1,0
cash-in,22427,58899,4687751,2019,3,31,6,0
cash-in,66575,48350,205063,2019,5,17,4,0
cash-in,48345,52387,6423218,2019,4,25,3,0
cash-in,68313,41261,6820416,2019,6,6,3,0
cash-in,71399,97607,2854607,2019,5,25,5,0
cash-in,29367,65274,6525482,2019,3,12,1,0
cash-in,86475,57603,4987131,2019,6,9,6,0
cash-in,67051,427,6696099,2019,3,19,1,0
cash-in,4944,15821,2326034,2019,6,14,4,0
cash-in,86515,54356,3994096,2019,2,25,0,0
cash-in,94865,71432,2717636,2019,2,26,1,0
cash-in,21769,2665,1192521,2019,6,26,2,0
cash-in,37691,91694,1850652,2019,7,5,4,0
cash-in,15889,77721,3574931,2019,4,12,4,0
cash-in,20300,67339,3617276,2019,5,7,1,0
cash-in,6619,22080,1331102,2019,6,9,6,0
cash-in,16037,21259,2686780,2019,3,6,2,0
cash-in,63509,26706,2002309,2019,3,25,0,0
cash-in,78648,26058,4421742,2019,7,1,0,0
cash-in,38478,38565,2399232,2019,3,13,2,0
cash-in,78997,4416,4607528,2019,4,15,0,0
cash-in,22294,24762,4452946,2019,6,19,2,0
cash-in,43819,80863,5178847,2019,4,17,2,0
cash-in,34757,15632,4710952,2019,4,15,0,0
cash-in,35516,18230,4371863,2019,3,12,1,0
cash-in,63240,77225,4757853,2019,3,22,4,0
cash-in,57731,1811,5955243,2019,3,14,3,0
cash-in,21507,13013,6434292,2019,4,3,2,0
cash-in,80394,19157,3576233,2019,5,17,4,0
cash-in,31696,66443,3261600,2019,7,6,5,0
cash-in,5442,92022,4287159,2019,3,3,6,0
cash-in,54513,40291,3355181,2019,5,29,2,0
cash-in,45772,24950,131219,2019,6,14,4,0
cash-in,89256,86888,2167974,2019,3,22,4,0
cash-in,33769,56431,917735,2019,6,28,4,0
cash-in,44595,51089,4928819,2019,6,5,2,0
cash-in,92103,29315,3107620,2019,6,14,4,0
cash-in,84299,14151,543216,2019,3,19,1,0
cash-in,18125,52747,5074243,2019,4,4,3,0
cash-in,47071,72753,3768592,2019,4,17,2,0
cash-in,67019,21135,2934138,2019,7,5,4,0
cash-in,34941,3332,2347046,2019,5,15,2,0
cash-in,27986,76031,5280855,2019,2,23,5,0
cash-in,32822,99632,2623132,2019,4,20,5,0
cash-in,82008,92672,3111675,2019,5,9,3,0
cash-in,42627,30509,2608003,2019,7,12,4,0
cash-in,86479,69414,4880488,2019,5,3,4,0
cash-in,1895,66200,592123,2019,5,31,4,0
cash-in,48135,93608,6442557,2019,7,13,5,0
cash-in,93228,66160,5370378,2019,4,7,6,0
cash-in,48423,22491,4616652,2019,4,7,6,0
cash-in,15335,48518,631415,2019,4,14,6,0
cash-in,38256,18166,4166313,2019,4,5,4,0
cash-in,83611,93313,4979620,2019,3,3,6,0
cash-in,71371,53821,5279346,2019,6,6,3,0
cash-in,36856,28476,3090646,2019,4,22,0,0
cash-in,42005,6034,4714192,2019,4,5,4,0
cash-in,93017,27061,3935548,2019,4,29,0,0
cash-in,76155,96092,1435180,2019,7,7,6,0
cash-in,54787,35133,519708,2019,5,9,3,0
cash-in,50094,90993,5189387,2019,7,3,2,0
cash-in,32142,38108,3316517,2019,2,20,2,0
cash-in,50341,82940,3754021,2019,2,24,6,0
cash-in,4470,84461,2596920,2019,3,30,5,0
cash-in,5396,23417,316393,2019,7,16,1,0
cash-in,95201,4542,5104924,2019,7,9,1,0
cash-in,11699,93579,2987751,2019,6,13,3,0
cash-in,72763,23600,5913611,2019,6,27,3,0
cash-in,20909,39331,5760785,2019,5,24,4,0
cash-in,29594,62188,5549084,2019,6,26,2,0
cash-in,58105,16569,4569024,2019,6,12,2,0
cash-in,66704,95558,2826744,2019,3,17,6,0
cash-in,1897,24338,1642372,2019,5,11,5,0
cash-in,55923,56983,5400135,2019,4,8,0,0
cash-in,36246,84211,572349,2019,7,15,0,0
cash-in,86178,78562,4056756,2019,4,25,3,0
cash-in,2476,85333,1824805,2019,6,2,6,0
cash-in,72995,80260,4129042,2019,3,17,6,0
cash-in,12870,70402,535208,2019,7,16,1,0
cash-in,10859,48510,5544956,2019,3,25,0,0
cash-in,78139,25401,1684039,2019,7,17,2,0
cash-in,33855,95164,4027140,2019,3,29,4,0
cash-in,6727,58630,6455691,2019,6,8,5,0
cash-in,21533,40003,3621697,2019,3,26,1,0
cash-in,83352,25201,1111902,2019,3,5,1,0
cash-in,36106,23286,3640278,2019,3,1,4,0
cash-in,62714,67579,3633901,2019,3,8,4,0
cash-in,84426,60595,2757093,2019,6,15,5,0
cash-in,87486,55111,860940,2019,3,3,6,0
cash-in,79037,61076,5433625,2019,6,17,0,0
cash-in,65197,5746,2844407,2019,7,12,4,0
cash-in,13594,64373,2093588,2019,6,27,3,0
cash-in,65883,24748,867977,2019,7,10,2,0
cash-in,25929,17258,4497752,2019,6,6,3,0
cash-in,48309,87296,3058326,2019,6,27,3,0
cash-in,91306,77046,5823140,2019,3,30,5,0
cash-in,11525,75209,6465639,2019,3,21,3,0
cash-in,84215,63021,1232548,2019,4,21,6,0
cash-in,76718,42277,1736416,2019,4,22,0,0
cash-in,20051,87338,3874713,2019,4,26,4,0
cash-in,69988,11091,5959298,2019,7,16,1,0
cash-in,66379,60426,4227321,2019,2,27,2,0
cash-in,78243,24444,3418208,2019,7,13,5,0
cash-in,29763,17266,3405797,2019,6,11,1,0
cash-in,87164,87335,447595,2019,6,5,2,0
cash-in,65823,39370,3837109,2019,5,9,3,0
cash-in,4113,85486,2269971,2019,3,1,4,0
cash-in,45407,94679,6819592,2019,4,14,6,0
cash-in,33189,58513,4034093,2019,3,2,5,0
cash-in,24009,99360,1784913,2019,5,1,2,0
cash-in,8581,27487,1349463,2019,7,1,0,0
cash-in,70889,36540,3453599,2019,5,7,1,0
cash-in,349,6966,3750180,2019,6,7,4,0
cash-in,72130,26194,3816892,2019,5,2,3,0
cash-in,14057,33935,611056,2019,5,2,3,0
cash-in,1646,87331,112917,2019,6,2,6,0
cash-in,82959,5634,3291373,2019,4,16,1,0
cash-in,97278,9091,1898417,2019,6,15,5,0
cash-in,69663,51624,3530283,2019,5,19,6,0
cash-in,35511,75542,448910,2019,7,6,5,0
cash-in,32042,72317,5712794,2019,5,10,4,0
cash-in,81273,46402,2936526,2019,4,14,6,0
cash-in,82705,31310,514418,2019,3,6,2,0
cash-in,64028,27444,646119,2019,3,7,3,0
cash-in,33718,69566,670391,2019,7,1,0,0
cash-in,52088,41176,2181996,2019,4,12,4,0
cash-in,45294,6199,5959988,2019,5,27,0,0
cash-in,17576,83939,185456,2019,2,24,6,0
cash-in,70010,38565,6878958,2019,5,22,2,0
cash-in,11699,832,1702403,2019,6,30,6,0
cash-in,33769,60595,5126204,2019,3,28,3,0
cash-in,41634,76031,1853925,2019,7,17,2,0
cash-in,11525,15632,4972373,2019,4,28,6,0
cash-in,93710,36856,4440241,2019,4,17,2,0
cash-in,1683,11620,3606548,2019,4,21,6,0
cash-in,1895,42005,4855182,2019,6,8,5,0
cash-in,86807,29492,4397517,2019,3,17,6,0
cash-in,63307,35511,2071229,2019,5,1,2,0
cash-in,39370,21533,2001168,2019,6,17,0,0
cash-in,99632,32042,1589935,2019,6,7,4,0
cash-in,99632,7480,2892068,2019,3,26,1,0
cash-in,55033,55923,3405904,2019,7,16,1,0
cash-in,87338,16037,6063558,2019,6,26,2,0
cash-in,82940,10853,262460,2019,5,16,3,0
cash-in,45806,15632,1796475,2019,4,19,4,0
cash-in,93579,18166,624864,2019,6,20,3,0
cash-in,15632,35133,1244016,2019,7,16,1,0
cash-in,83939,18230,1268221,2019,5,23,3,0
cash-in,41819,31439,4007857,2019,3,12,1,0
cash-in,30509,43439,5384694,2019,4,19,4,0
cash-in,36839,30965,4588859,2019,6,29,5,0
cash-in,36839,37177,1296433,2019,7,13,5,0
cash-in,80401,43439,5255938,2019,4,10,2,0
cash-in,11620,82688,3529488,2019,5,5,6,0
cash-in,45772,82410,4040534,2019,5,5,6,0
cash-in,17447,75076,4128552,2019,6,25,1,0
cash-in,62348,30105,6306849,2019,6,2,6,0
cash-in,79037,41220,5901524,2019,6,1,5,0
cash-in,93608,60094,1224808,2019,3,22,4,0
cash-in,60595,7806,6715748,2019,6,17,0,0
cash-in,80925,16595,4775669,2019,6,17,0,0
cash-in,23417,34544,3840604,2019,3,30,5,0
cash-in,94211,90146,2609475,2019,3,26,1,0
cash-in,52358,70742,4069285,2019,5,4,5,0
cash-in,82008,16524,6419065,2019,2,26,1,0
cash-in,62348,70964,5612589,2019,3,22,4,0
cash-in,1841,71167,2106105,2019,4,30,1,0
cash-in,6727,23494,2724504,2019,3,1,4,0
cash-in,21254,33855,3135930,2019,4,12,4,0
cash-in,21955,20300,2808503,2019,5,19,6,0
cash-in,3092,22427,1145624,2019,7,13,5,0
cash-in,18626,29492,4629576,2019,6,2,6,0
cash-in,16595,41370,5178964,2019,5,25,5,0
cash-in,76026,62188,5217932,2019,4,22,0,0
cash-in,8056,50710,3174284,2019,7,5,4,0
cash-in,88645,17283,93827,2019,4,29,0,0
cash-in,39060,29315,5993255,2019,6,10,0,0
cash-in,7038,83673,2052036,2019,4,17,2,0
cash-in,4161,18561,6875557,2019,4,16,1,0
cash-in,37177,27986,2306338,2019,5,26,6,0
cash-in,82930,39266,6445058,2019,5,3,4,0
cash-in,82688,63240,959936,2019,4,15,0,0
cash-in,82930,18125,1977604,2019,5,9,3,0
cash-in,82930,21135,359943,2019,4,29,0,0
cash-in,71475,52387,2218230,2019,5,2,3,0
cash-in,30965,51446,4268081,2019,7,4,3,0
cash-in,31439,96773,3367443,2019,4,4,3,0
cash-in,82930,52747,3380428,2019,6,1,5,0
cash-in,27283,77879,328738,2019,5,22,2,0
cash-in,27283,84171,328738,2019,5,10,4,0
cash-in,27283,88291,328738,2019,6,29,5,0
cash-in,27283,69374,328738,2019,4,18,3,0
cash-in,27283,40542,328738,2019,4,20,5,0
cash-in,27283,15631,328738,2019,5,12,6,0
cash-in,27283,79182,328738,2019,4,4,3,0
cash-in,27283,42325,328738,2019,2,25,0,0
cash-in,27283,30617,328738,2019,6,10,0,0
cash-in,27283,699,328738,2019,2,20,2,0
cash-in,27283,25903,328738,2019,4,30,1,0
cash-in,27283,200,328738,2019,4,10,2,0
cash-in,27283,66844,328739,2019,2,21,3,0
cash-in,27283,32925,328739,2019,5,16,3,0
cash-in,27283,12802,328739,2019,7,14,6,0
cash-in,27283,62007,328739,2019,4,12,4,0
cash-in,96057,62983,170114,2019,5,16,3,0
cash-in,96057,92703,170114,2019,6,15,5,0
cash-in,96057,84145,170114,2019,5,4,5,0
cash-in,96057,53361,170114,2019,6,9,6,0
cash-in,96057,26494,170114,2019,7,7,6,0
cash-in,96057,50151,170114,2019,7,7,6,0
cash-in,96057,1503,170114,2019,5,22,2,0
cash-in,96057,79367,170114,2019,4,22,0,0
cash-in,96057,98815,170114,2019,4,26,4,0
