limit_bal,education,marriage,age,bill_amt,pay_amt,default
300000,primary,no,28,46307,46013,0
210000,post-grad,no,45,3944,12247,0
50000,post-grad,yes,36,419618,14291,1
340000,primary,no,26,1156186,50922,0
330000,primary,yes,34,761035,46122,1
220000,primary,no,28,177212,75050,0
100000,secondary,no,30,71659,2511,0
260000,primary,no,30,2394,2394,1
180000,secondary,no,30,32304,32611,0
200000,secondary,yes,44,3510,2340,0
110000,post-grad,no,41,408389,20344,1
20000,secondary,no,48,59731,5680,1
60000,primary,no,25,102352,10500,0
30000,post-grad,yes,28,152918,7371,1
30000,primary,no,24,183414,5847,1
420000,primary,yes,37,86368,86782,1
340000,primary,yes,34,398874,166126,1
270000,secondary,yes,38,0,0,0
360000,other,no,36,34989,54325,0
230000,primary,no,25,2826,2389,0
50000,secondary,yes,33,259796,8966,0
230000,primary,no,28,5629,5639,0
200000,primary,yes,38,9148,9773,0
100000,secondary,no,24,609058,25138,0
150000,secondary,yes,47,871527,35608,0
50000,post-grad,no,28,262412,48690,0
60000,secondary,no,29,171555,14438,0
70000,secondary,no,30,57848,10000,0
20000,secondary,no,23,48374,17316,0
50000,secondary,no,25,107658,6800,0
500000,primary,yes,33,8760,5812,0
390000,post-grad,yes,49,5112,5112,0
90000,primary,no,27,0,0,0
10000,secondary,no,22,12823,6242,0
30000,secondary,no,24,2340,1170,1
240000,post-grad,yes,35,958,970,1
180000,primary,no,29,139781,4636,0
70000,secondary,no,23,156693,16272,0
50000,secondary,no,26,6840,6840,0
20000,post-grad,yes,46,79884,5550,0
260000,secondary,yes,36,1262329,45103,1
160000,secondary,yes,26,0,0,1
250000,primary,yes,42,25298,0,0
20000,primary,yes,49,6640,5596,0
210000,post-grad,yes,37,11215,11214,0
100000,primary,yes,35,313920,16800,1
100000,primary,no,28,498426,46267,0
230000,secondary,yes,34,11985,9660,0
20000,secondary,no,25,57168,6500,1
40000,primary,no,24,99898,4590,1
100000,post-grad,yes,51,298512,164044,0
20000,post-grad,no,26,112013,6454,0
140000,secondary,no,32,144050,16673,0
50000,post-grad,no,23,201214,11973,0
30000,secondary,no,26,130362,39496,0
80000,secondary,no,28,20403,1315,0
20000,post-grad,yes,31,89202,4038,1
210000,primary,no,26,38162,20171,0
220000,primary,no,33,8474,5588,0
150000,primary,yes,30,220356,19040,0
200000,primary,no,28,22951,26391,0
200000,primary,no,28,348535,16750,1
50000,secondary,no,39,87193,6001,0
80000,primary,no,28,84754,8401,0
310000,primary,no,32,105386,92613,1
210000,primary,no,29,898706,38277,0
140000,primary,yes,40,824705,34653,1
20000,secondary,yes,32,103478,7400,0
10000,primary,no,23,0,0,0
250000,primary,no,30,57856,48093,0
280000,primary,no,31,6760,6278,0
210000,secondary,yes,48,69274,52288,0
10000,secondary,no,54,47747,5899,0
60000,post-grad,yes,59,285524,61711,0
180000,primary,no,38,184650,0,0
10000,primary,no,31,0,0,0
200000,primary,yes,41,17770,10612,0
120000,primary,no,29,2792,4994,0
160000,secondary,yes,28,344125,14100,0
180000,primary,yes,48,997633,42000,0
60000,post-grad,yes,42,291658,9986,0
80000,secondary,yes,27,309279,14000,0
200000,primary,no,27,32079,18105,0
20000,post-grad,no,22,118790,6987,1
360000,secondary,no,31,17582,0,0
140000,primary,no,43,850233,30303,0
110000,post-grad,yes,46,607521,27710,1
360000,primary,yes,33,30867,18967,0
30000,primary,no,22,13709,9158,0
100000,secondary,no,25,203786,37200,0
60000,post-grad,no,34,224665,8657,1
130000,primary,no,32,5026,10426,0
240000,secondary,no,34,37852,32466,0
210000,secondary,yes,35,378534,12768,1
360000,primary,no,25,30379,25269,0
30000,secondary,no,22,78721,1150,0
480000,primary,yes,49,482145,496249,0
90000,other,no,49,1722,11135,0
50000,primary,yes,42,65754,25000,0
20000,post-grad,no,41,60506,4500,0
160000,secondary,no,27,17077,183348,0
90000,secondary,no,24,48669,6440,0
300000,other,yes,34,9474,0,0
500000,primary,yes,43,6292,7138,0
130000,post-grad,no,36,0,0,1
250000,post-grad,yes,62,220136,30000,0
10000,post-grad,no,25,22446,3300,1
340000,primary,no,30,37674,36728,0
60000,post-grad,no,24,133523,16990,0
50000,secondary,yes,47,198621,24739,0
170000,secondary,no,34,30071,7336,0
490000,post-grad,yes,51,1719,1572,1
20000,secondary,yes,26,109452,6377,1
550000,secondary,yes,47,230325,35000,0
340000,secondary,no,39,367798,16000,0
10000,secondary,no,32,48028,2780,0
230000,secondary,no,25,39758,40666,0
30000,secondary,yes,39,173330,5572,0
200000,secondary,no,42,291680,194087,0
450000,primary,yes,37,52626,44205,0
380000,post-grad,yes,44,1715443,56348,1
50000,secondary,yes,31,139825,5737,1
80000,primary,no,27,149291,19034,0
150000,secondary,yes,42,11257,14564,1
50000,secondary,no,44,150133,11860,0
210000,primary,no,39,0,0,0
100000,secondary,no,24,395025,21500,0
100000,secondary,no,38,150560,43943,0
500000,primary,yes,45,28920,11135,0
30000,post-grad,yes,58,55843,4349,0
50000,secondary,no,46,164540,42760,0
50000,secondary,no,23,0,0,0
420000,secondary,yes,36,21804,18641,0
30000,secondary,yes,32,127806,11269,1
240000,primary,no,32,1183461,59565,0
80000,post-grad,yes,55,361877,12500,0
330000,primary,no,45,1458473,45501,1
50000,secondary,yes,30,227028,7440,1
200000,primary,yes,42,0,665,1
210000,primary,yes,34,1514,3512,0
130000,secondary,no,31,371763,8959,0
390000,primary,no,28,206714,40901,0
100000,post-grad,yes,40,22957,44377,0
140000,primary,yes,33,484459,26000,0
80000,post-grad,yes,35,436666,15762,1
50000,post-grad,yes,42,270218,6685,1
50000,secondary,no,25,153350,10672,0
360000,primary,yes,39,7711,7711,0
170000,secondary,yes,49,632546,12365,1
50000,secondary,no,41,192572,24896,0
310000,primary,no,25,1203083,37157,1
210000,primary,no,31,1956,1763,1
140000,secondary,yes,37,357460,10668,0
150000,primary,no,37,663727,23509,0
170000,primary,yes,40,17210,16210,1
260000,primary,no,25,42394,22152,1
170000,primary,no,26,615975,25350,0
310000,primary,no,35,179912,90757,0
50000,post-grad,no,23,203398,10099,0
260000,primary,yes,35,11626,6895,1
100000,primary,no,27,222126,14340,1
40000,secondary,yes,25,243730,12938,0
180000,primary,yes,46,558400,39000,0
50000,post-grad,yes,41,164902,8700,0
200000,primary,no,29,8159,4203,1
320000,secondary,yes,53,255310,30900,0
220000,primary,no,45,30054,29512,0
180000,secondary,yes,46,299234,36000,0
50000,secondary,no,36,243532,7300,1
50000,secondary,no,22,132991,35534,0
150000,primary,no,32,431656,24398,0
120000,primary,yes,38,60794,59750,0
30000,secondary,no,34,177978,9746,0
10000,other,yes,43,30993,3537,1
380000,primary,no,34,65661,30861,0
320000,primary,yes,38,0,0,1
30000,secondary,no,41,4419,3511,0
470000,secondary,no,29,437481,97045,0
80000,post-grad,yes,40,311800,10179,0
20000,secondary,yes,60,59298,4500,0
120000,primary,yes,51,750331,30246,0
150000,primary,no,37,1776,596,0
200000,secondary,no,43,1132606,46084,0
20000,secondary,no,40,147362,5327,0
170000,post-grad,yes,36,485264,18408,0
150000,primary,no,34,2925,1835,0
160000,secondary,no,30,1896,1580,0
280000,primary,no,32,83024,56445,0
60000,primary,yes,42,262857,13900,1
100000,post-grad,yes,44,266122,16035,0
360000,secondary,no,48,272970,87192,0
500000,primary,yes,44,1220045,914620,0
290000,primary,no,30,1494563,54500,1
160000,primary,no,31,450,628,0
50000,secondary,yes,47,142346,6457,0
250000,secondary,yes,35,261281,47000,0
350000,primary,yes,42,24410,31261,0
100000,secondary,yes,22,592946,22194,0
30000,secondary,no,33,180266,6288,0
450000,primary,yes,36,5000,5000,0
20000,post-grad,no,40,38524,12894,0
30000,post-grad,no,26,168659,9307,0
150000,post-grad,no,47,404082,9768,0
30000,secondary,yes,36,130276,4517,0
10000,post-grad,no,23,26920,6400,0
50000,post-grad,no,47,120474,7897,0
50000,primary,no,22,10558,8414,0
130000,secondary,no,23,51631,7500,0
50000,post-grad,no,22,225157,11862,0
180000,secondary,no,25,806732,64708,0
30000,secondary,yes,47,161992,13716,1
60000,secondary,no,24,131332,10748,0
200000,primary,no,26,148739,34188,0
30000,post-grad,no,23,39082,2560,0
320000,secondary,no,36,1066247,83340,0
360000,primary,yes,37,3053,14,0
60000,primary,yes,39,319081,19000,0
50000,secondary,no,28,41629,12735,0
30000,secondary,no,35,171644,6500,0
50000,secondary,yes,31,142930,4308,0
70000,primary,no,24,198908,8828,0
310000,primary,no,44,7239,7323,0
170000,secondary,no,39,27297,32156,0
150000,primary,yes,49,325482,10353,0
120000,primary,no,30,8634,6285,0
100000,primary,no,33,285959,14832,0
140000,primary,no,41,849794,67300,1
180000,post-grad,yes,47,69894,27158,0
20000,post-grad,yes,51,32824,1780,0
80000,secondary,no,25,0,0,0
200000,secondary,yes,39,589949,16492,0
200000,secondary,no,27,151247,7247,0
30000,post-grad,yes,42,84562,34730,0
250000,secondary,no,40,6167,10447,0
50000,post-grad,no,30,197742,7200,0
250000,primary,no,31,12333,14122,1
140000,primary,no,25,158836,11700,0
170000,secondary,no,31,18490,12235,0
240000,secondary,no,47,44818,84032,0
140000,primary,yes,37,740073,28949,0
50000,secondary,yes,28,213316,6814,0
240000,secondary,yes,47,797825,35839,1
420000,secondary,yes,57,12863,14119,0
220000,primary,yes,53,9901,14175,0
70000,secondary,yes,28,162937,7051,0
90000,secondary,no,28,288059,9165,0
220000,primary,yes,40,0,12096,0
200000,primary,no,27,29307,14091,0
240000,post-grad,yes,55,1234051,53247,0
310000,post-grad,no,28,70713,46753,0
80000,secondary,yes,34,405770,16316,1
290000,secondary,yes,38,910730,35010,0
260000,secondary,yes,43,904537,58038,1
120000,primary,yes,43,0,0,1
260000,primary,yes,32,7749,8618,0
360000,secondary,no,39,1310,0,0
30000,post-grad,yes,36,57585,4182,1
30000,secondary,no,22,160084,5800,1
20000,primary,no,22,32584,5700,0
240000,secondary,no,25,1107576,49074,0
200000,secondary,yes,31,1349984,3428,1
70000,secondary,no,38,178050,11192,0
200000,primary,no,23,4257,3869,0
150000,primary,no,31,306945,150551,0
160000,secondary,yes,35,49691,7500,0
180000,primary,no,30,445850,117170,0
190000,secondary,yes,39,875593,36000,0
20000,secondary,yes,22,86396,8246,0
150000,primary,no,27,479610,20100,0
310000,secondary,yes,35,82647,17003,0
180000,secondary,yes,36,491832,32825,0
80000,secondary,no,24,563303,20683,1
350000,secondary,yes,41,490404,25016,0
50000,secondary,yes,47,92803,3382,0
90000,secondary,no,23,286908,31499,0
220000,secondary,yes,35,167295,211035,0
50000,primary,no,25,266991,7400,1
90000,post-grad,yes,46,5599,5898,0
400000,secondary,yes,30,363182,80708,0
210000,post-grad,yes,40,36322,22362,0
180000,secondary,yes,39,1001619,30275,1
500000,primary,yes,55,69421,46924,0
260000,secondary,yes,39,1285543,56831,1
180000,secondary,no,26,64057,26865,0
180000,secondary,yes,34,8600,600,1
30000,primary,no,24,146379,7379,0
360000,primary,no,33,117108,29700,0
280000,primary,yes,47,3623,2284,0
100000,primary,no,27,292015,9737,1
50000,secondary,yes,49,122833,10127,0
20000,post-grad,yes,31,72905,3009,0
80000,post-grad,no,27,7082,6246,1
110000,secondary,no,36,780,780,0
50000,primary,no,25,19874,14652,1
50000,secondary,yes,50,136459,21346,1
20000,primary,no,33,105781,5985,0
200000,post-grad,yes,41,320446,24177,0
250000,secondary,no,44,198181,72555,0
150000,primary,yes,33,0,0,1
50000,primary,no,23,0,0,1
200000,primary,yes,38,23479,22354,0
220000,secondary,yes,38,770862,30803,0
60000,secondary,yes,36,24442,24442,0
100000,secondary,no,43,282874,10293,0
20000,post-grad,no,46,66792,4000,0
140000,secondary,no,28,469838,11147,1
50000,secondary,yes,46,118433,5000,1
50000,primary,no,28,169634,8700,0
120000,secondary,yes,30,4952,4266,0
120000,primary,yes,39,915,915,0
30000,secondary,no,38,171613,12518,0
180000,primary,no,26,7848,7848,0
500000,primary,yes,46,327609,28783,0
420000,primary,yes,44,1759597,226760,0
20000,secondary,yes,45,97897,5487,0
50000,secondary,no,24,251131,10001,1
260000,secondary,no,30,119798,17000,0
50000,secondary,no,27,149046,5079,0
50000,primary,no,26,9946,9396,0
50000,secondary,no,49,274964,8896,0
100000,secondary,yes,49,441571,16455,0
50000,primary,no,24,237070,8400,1
180000,primary,no,27,909765,34575,0
240000,primary,yes,38,0,100000,0
30000,secondary,yes,38,117445,4713,0
30000,post-grad,yes,60,22316,1801,1
270000,primary,yes,45,447495,16615,0
30000,post-grad,yes,57,2174,2197,1
200000,secondary,yes,31,12228,11029,1
40000,secondary,yes,29,26267,9080,1
360000,primary,yes,31,52295,86950,0
150000,post-grad,yes,57,58835,58608,0
80000,secondary,no,24,55107,3813,1
300000,primary,yes,32,174793,183325,0
220000,secondary,yes,32,739502,24066,0
110000,secondary,yes,42,4806,4806,0
50000,primary,no,30,40886,3534,0
50000,post-grad,no,60,176359,7254,0
230000,primary,yes,37,83517,24680,0
50000,primary,yes,27,278301,13300,1
240000,secondary,no,39,622625,21209,0
130000,primary,no,26,11515,39376,0
160000,primary,no,34,233654,8919,0
210000,primary,no,31,699304,27036,0
210000,secondary,no,32,107484,99257,0
330000,primary,no,47,1121002,38591,0
110000,secondary,yes,51,74806,5600,0
120000,secondary,no,28,669722,27019,0
100000,primary,no,29,45557,36861,0
210000,secondary,no,34,370177,17700,0
350000,primary,no,31,1120385,195048,0
180000,secondary,no,25,874374,33424,0
150000,primary,no,28,256149,20005,0
50000,primary,no,37,199002,3326,0
230000,post-grad,yes,47,23824,19663,0
30000,secondary,yes,39,62686,3575,1
90000,secondary,yes,24,515148,15980,1
390000,secondary,yes,24,142533,39000,0
50000,secondary,no,25,104329,5750,1
320000,secondary,yes,39,141969,42952,0
20000,secondary,no,34,103458,3754,0
200000,secondary,yes,41,274654,18000,0
500000,primary,yes,40,36685,31463,1
190000,secondary,no,28,0,828,0
70000,primary,no,25,62023,12000,1
220000,primary,no,35,22721,14429,1
50000,secondary,no,28,189653,9900,0
50000,secondary,yes,37,104638,7369,0
50000,secondary,yes,46,185169,8800,0
70000,primary,yes,42,345356,27138,0
80000,primary,no,26,400933,17064,0
50000,post-grad,no,41,192715,6167,0
150000,primary,no,27,1345,24948,0
300000,primary,yes,36,3110,2570,0
50000,primary,no,25,79704,6300,0
170000,secondary,yes,42,26456,13858,0
350000,primary,no,37,2196,2196,0
470000,secondary,no,33,267836,14100,0
20000,secondary,no,25,85570,5960,0
140000,secondary,no,26,5810,1878,0
60000,secondary,no,23,291469,24448,0
160000,secondary,no,23,689594,37442,0
150000,primary,no,26,639009,19705,0
20000,primary,no,23,1665,1373,0
210000,primary,no,35,34435,26099,0
50000,secondary,no,23,64432,22290,0
210000,primary,no,31,139039,106169,0
280000,primary,yes,44,86161,83852,0
300000,secondary,no,36,82223,42463,0
230000,post-grad,yes,37,991553,34556,0
250000,secondary,yes,47,44595,39018,0
500000,primary,yes,36,253854,196006,0
50000,secondary,yes,48,71773,37301,0
50000,post-grad,no,46,16537,3283,0
150000,secondary,yes,36,1087316,43343,0
180000,primary,no,53,127170,127170,0
450000,secondary,no,37,951548,68251,0
70000,secondary,no,24,11926,2623,0
110000,post-grad,yes,40,495860,17431,0
200000,primary,yes,43,902040,29364,1
210000,secondary,no,37,0,0,0
320000,primary,no,36,572007,66143,0
20000,primary,no,37,255363,7402,1
130000,secondary,no,29,4230,1950,0
20000,primary,yes,29,64933,25628,0
210000,primary,yes,39,5866,2650,0
30000,secondary,no,33,158647,6675,1
60000,post-grad,yes,36,295447,9480,1
110000,secondary,yes,49,333835,16809,0
130000,primary,no,32,117654,65000,0
500000,primary,no,38,426684,29730,0
500000,secondary,yes,38,1024979,46788,1
100000,secondary,no,35,201172,68365,1
220000,primary,no,25,51479,13387,0
50000,secondary,no,40,213287,21854,0
500000,primary,yes,49,7920,7920,0
50000,primary,no,29,22065,17007,1
200000,primary,yes,45,20736,22280,0
320000,secondary,no,50,15172,15545,0
450000,secondary,no,29,59824,7163,0
20000,post-grad,no,26,203855,300,0
310000,secondary,yes,44,500,0,0
120000,secondary,no,23,399832,13206,1
200000,secondary,yes,48,1289659,38400,0
50000,post-grad,yes,53,153755,6543,0
130000,post-grad,yes,48,209335,77377,0
50000,secondary,no,23,136428,37159,0
130000,secondary,no,26,113414,8900,1
50000,secondary,no,42,190790,46636,0
30000,secondary,no,32,116294,15000,0
30000,secondary,yes,34,161495,9191,1
160000,primary,no,34,2620,2250,1
50000,primary,no,27,277429,11284,0
80000,secondary,no,28,275921,99121,0
60000,secondary,no,25,257316,12460,0
230000,primary,no,27,115187,9990,0
390000,primary,no,30,549538,29563,0
110000,secondary,yes,28,27980,6854,0
50000,primary,no,24,181,1866,0
20000,secondary,yes,35,-16968,0,1
100000,secondary,no,29,77184,2106,0
70000,post-grad,yes,33,137661,43593,0
150000,secondary,yes,31,688553,18054,0
390000,primary,no,31,97383,13205,0
50000,secondary,yes,22,188601,28443,0
90000,secondary,no,26,573997,107800,0
290000,secondary,no,30,1425857,278726,1
20000,secondary,no,24,118753,6297,0
90000,primary,no,28,535509,23704,1
260000,post-grad,no,48,1348701,42160,0
90000,secondary,no,26,551754,24000,0
100000,secondary,no,27,326775,8638,1
150000,primary,no,31,767899,49440,0
60000,secondary,yes,46,293920,9437,0
80000,secondary,yes,42,469535,19400,0
80000,secondary,yes,24,22170,6557,0
30000,secondary,yes,26,111927,1638,0
20000,secondary,yes,38,20780,23165,0
50000,secondary,no,24,34500,0,0
250000,primary,no,37,124620,52235,0
50000,primary,no,22,177283,12513,1
120000,post-grad,no,32,15501,7415,0
20000,secondary,yes,36,-150,0,0
280000,post-grad,no,33,13393,28814,0
50000,primary,yes,35,186580,6671,0
360000,post-grad,no,49,208321,210436,0
100000,primary,no,32,5147,4326,1
140000,post-grad,yes,42,294613,10100,0
170000,secondary,yes,33,877855,28227,0
50000,secondary,yes,33,128938,9780,0
50000,post-grad,yes,46,192630,10161,0
120000,secondary,yes,47,11293,13012,1
170000,secondary,no,38,560149,26662,0
380000,secondary,yes,43,846328,32890,0
400000,post-grad,yes,37,495405,22000,0
50000,primary,no,30,124856,11000,0
440000,secondary,yes,42,45409,144899,0
30000,secondary,yes,24,1050,150,0
470000,primary,yes,39,44076,45074,0
180000,post-grad,yes,40,7252,5349,0
110000,post-grad,no,32,34223,223,1
300000,primary,no,25,206080,27830,0
120000,primary,no,31,3491,3491,0
220000,primary,no,33,16989,16036,0
50000,primary,no,27,121657,8971,0
100000,secondary,yes,43,1102,551,0
170000,primary,no,30,18727,15000,0
360000,primary,no,37,55440,56930,0
180000,secondary,no,43,93114,88922,0
120000,secondary,no,27,146367,6440,0
210000,post-grad,no,32,5837,5292,0
60000,secondary,yes,56,191722,11315,1
130000,secondary,yes,40,129458,63755,0
50000,post-grad,yes,36,80275,30764,0
50000,post-grad,yes,52,191307,7241,1
100000,primary,yes,33,3976,402,1
150000,post-grad,yes,43,547734,26097,0
240000,secondary,yes,38,13263,4997,1
120000,secondary,no,38,12976,5216,0
80000,secondary,yes,32,22905,68058,1
210000,secondary,yes,27,849821,23750,1
80000,secondary,no,37,90306,39428,0
50000,secondary,yes,38,137039,7000,1
50000,secondary,no,52,198240,11779,0
330000,primary,no,34,86947,324587,0
230000,post-grad,no,28,338116,154531,0
30000,post-grad,yes,44,20883,0,1
50000,primary,yes,41,250606,10402,1
220000,primary,no,37,1131312,38100,0
270000,primary,no,27,78516,45000,0
160000,primary,yes,44,935784,38010,0
10000,secondary,yes,24,28162,2700,0
20000,secondary,no,25,81852,2806,0
30000,post-grad,no,25,144796,6438,1
210000,secondary,no,32,548018,24500,0
250000,secondary,yes,50,646649,25455,0
50000,secondary,no,28,153363,7600,0
180000,primary,no,28,5197,4988,0
200000,primary,no,35,122072,141422,0
350000,primary,yes,38,110784,67316,1
20000,primary,no,22,113885,5779,0
30000,post-grad,no,36,60327,1768,1
20000,primary,yes,34,54503,12000,0
140000,post-grad,no,59,386458,15000,1
30000,post-grad,yes,44,134214,12200,1
180000,primary,no,30,42970,10607,0
20000,secondary,no,25,65635,6401,0
100000,post-grad,yes,36,346771,17300,1
100000,post-grad,yes,36,701149,55041,1
20000,secondary,yes,45,0,19409,0
350000,primary,yes,31,133466,21000,1
80000,secondary,yes,32,368432,14000,0
120000,post-grad,yes,49,273655,20000,0
210000,secondary,no,30,177923,40000,0
120000,primary,yes,37,96240,64190,0
20000,secondary,no,22,64231,14100,0
200000,post-grad,no,25,4186,3344,0
50000,secondary,no,54,6430,1511,0
170000,secondary,yes,37,119057,114292,0
450000,primary,yes,37,245,245,0
300000,primary,no,34,70075,71379,0
300000,primary,no,36,1797139,69416,0
280000,secondary,yes,37,37932,41972,0
170000,primary,no,39,948876,52154,0
60000,primary,yes,38,198484,9800,1
50000,secondary,no,29,124634,4947,0
380000,secondary,yes,38,7145,17145,0
70000,primary,yes,40,274465,11107,1
430000,primary,yes,48,151486,147030,0
180000,primary,yes,38,1956,1956,0
330000,secondary,yes,41,1804920,70678,0
250000,primary,no,26,9920,2546,0
480000,primary,yes,38,2027512,76008,0
210000,secondary,no,37,10719,7558,0
160000,secondary,no,26,167464,93476,0
390000,other,no,29,2176889,132825,0
280000,primary,yes,44,-14,7657,0
50000,secondary,yes,33,1560,1170,0
350000,primary,yes,60,6932,6932,1
230000,primary,no,40,360,0,0
200000,post-grad,no,36,152892,153864,0
30000,secondary,no,47,177593,10401,0
50000,secondary,yes,37,50288,45650,0
180000,primary,no,26,66581,9574,0
150000,post-grad,yes,45,830237,30404,1
70000,primary,no,27,208047,8890,0
150000,secondary,no,26,69681,7875,0
50000,post-grad,no,25,274677,13300,0
430000,secondary,yes,42,546219,20048,0
70000,primary,no,25,26880,3224,1
20000,post-grad,no,36,3150,4398,0
310000,primary,yes,33,1009,894,1
160000,secondary,yes,23,364155,103074,0
30000,post-grad,no,38,174323,6143,0
480000,post-grad,yes,39,249409,128234,0
180000,primary,no,28,563971,23810,1
210000,secondary,yes,40,63516,25147,0
360000,primary,no,30,1438,97163,1
180000,post-grad,no,31,212254,7890,0
200000,primary,no,29,88669,8000,0
50000,post-grad,no,22,99720,6126,1
240000,secondary,yes,48,37860,50635,1
180000,primary,no,29,90226,7976,0
80000,post-grad,yes,33,2877,3525,0
50000,post-grad,yes,32,189930,12000,0
280000,secondary,yes,36,498922,33119,0
70000,primary,no,29,261455,39000,0
400000,primary,no,36,17760,13355,0
210000,post-grad,yes,45,2580,12948,0
80000,post-grad,no,33,353853,15868,0
30000,secondary,no,24,1800,0,0
310000,secondary,no,29,62157,41907,0
360000,post-grad,no,27,0,0,0
200000,secondary,no,28,134680,91152,0
50000,secondary,yes,33,187414,7323,0
320000,secondary,yes,41,248758,16500,0
60000,secondary,no,27,167590,10974,0
230000,primary,no,30,1383799,67700,0
150000,primary,yes,44,3210,1367,1
360000,primary,yes,39,3273,3108,0
50000,primary,no,34,119589,32303,0
280000,primary,yes,37,75803,78577,0
50000,post-grad,yes,50,115564,3264,0
500000,primary,yes,32,125867,34001,0
400000,post-grad,yes,41,94458,25961,1
280000,secondary,no,28,7005,6328,0
360000,secondary,no,41,854628,150000,0
260000,primary,no,29,81496,84998,1
330000,primary,yes,42,577569,29449,0
350000,secondary,yes,33,696492,176017,0
500000,secondary,yes,39,121326,113201,0
440000,primary,yes,35,732299,47126,0
260000,secondary,no,28,1299926,49750,0
500000,post-grad,yes,48,217514,117783,0
100000,secondary,yes,35,458233,30282,0
70000,post-grad,yes,47,261737,14109,0
440000,primary,no,43,317522,20400,0
220000,primary,yes,44,1244993,42260,0
160000,primary,yes,32,20537,19706,0
200000,secondary,yes,46,37236,23878,0
30000,secondary,no,25,148474,8679,0
110000,primary,no,27,673220,25301,0
60000,secondary,yes,43,288970,10964,0
260000,primary,no,28,241453,202419,0
110000,secondary,yes,36,547485,18572,0
260000,post-grad,yes,44,1205562,161032,0
280000,primary,no,32,953591,36312,0
210000,primary,no,30,5766,6212,0
80000,secondary,yes,37,179609,39272,0
200000,primary,no,37,272509,36903,0
100000,secondary,no,33,451918,11000,0
210000,secondary,yes,42,55991,49706,0
140000,secondary,no,35,770165,23811,0
180000,primary,no,29,606712,28200,0
240000,secondary,no,34,550489,28416,0
150000,primary,no,24,155786,101933,0
80000,secondary,yes,54,476100,76206,1
210000,secondary,yes,37,75727,44092,1
180000,primary,no,28,92544,33602,0
100000,primary,no,26,593966,25510,0
20000,primary,no,28,102802,17227,0
140000,secondary,no,34,488103,15900,0
200000,post-grad,no,40,4991,4601,0
80000,secondary,no,25,299981,12000,0
20000,secondary,no,49,111226,9000,1
80000,secondary,no,24,0,400,0
170000,primary,yes,41,604980,101049,0
70000,secondary,yes,41,315099,12800,1
90000,post-grad,yes,40,65216,78256,0
30000,secondary,no,30,145496,6474,0
50000,primary,no,25,22687,21628,0
50000,secondary,no,21,4632,4242,1
260000,primary,no,39,1278813,68000,0
360000,primary,yes,33,164382,118381,0
500000,post-grad,no,52,0,0,1
160000,post-grad,yes,46,659582,91014,0
460000,primary,no,39,847362,145000,0
20000,secondary,no,26,93499,4300,1
360000,secondary,no,25,6111,4151,0
300000,primary,yes,38,1236,1116,0
70000,secondary,yes,28,186444,7400,1
50000,primary,no,26,156975,44707,0
150000,post-grad,yes,51,735307,25015,0
390000,secondary,yes,42,14032,12798,0
280000,primary,no,37,1275105,43294,0
50000,post-grad,yes,28,12772,6139,0
280000,primary,no,38,24259,24259,1
50000,secondary,yes,41,0,0,0
50000,primary,no,32,47447,6755,0
150000,primary,no,28,0,0,0
120000,primary,no,31,9034,6844,1
360000,secondary,no,37,24237,14461,0
20000,secondary,no,33,84497,24047,0
50000,post-grad,yes,46,145903,3018,0
20000,primary,no,23,69998,4800,1
90000,secondary,yes,35,402188,15540,1
230000,secondary,yes,35,1024160,219600,0
20000,secondary,no,22,114013,4544,0
100000,secondary,no,23,87664,46421,0
270000,secondary,no,26,1223270,50813,0
160000,secondary,no,28,4140,3300,0
80000,secondary,no,29,194082,8200,0
10000,primary,no,24,54199,6700,1
500000,secondary,yes,27,64907,78874,0
90000,primary,yes,43,60549,44672,0
150000,post-grad,yes,59,57398,51881,0
50000,post-grad,yes,49,7299,4953,0
260000,post-grad,yes,48,785844,531970,0
50000,secondary,no,22,42997,20163,0
30000,primary,no,28,7723,2230,1
70000,secondary,no,26,281701,10700,0
360000,primary,yes,52,0,0,1
430000,primary,no,39,19620,19395,0
50000,secondary,no,23,13755,3431,0
150000,other,no,26,50544,2219,0
70000,secondary,no,23,110930,5000,1
150000,primary,no,25,113534,5280,0
110000,post-grad,yes,38,62836,11000,0
20000,primary,no,38,30470,3941,1
20000,post-grad,no,39,62956,5717,0
50000,primary,no,31,29662,19783,0
10000,primary,no,33,53506,13402,0
20000,secondary,no,24,114121,11663,0
180000,secondary,no,34,610115,21909,1
60000,secondary,yes,26,357950,16769,1
20000,primary,yes,30,54206,5252,1
70000,primary,no,25,354649,13493,0
60000,secondary,yes,38,211102,15770,0
200000,primary,no,28,150101,165256,0
200000,primary,no,34,-5056,3000,1
300000,primary,yes,37,19005,18068,0
390000,primary,no,34,53922,52137,0
80000,secondary,yes,23,270231,7938,0
100000,primary,no,25,46025,17272,0
230000,post-grad,no,30,1328606,50076,0
40000,post-grad,yes,49,150,309,0
180000,secondary,yes,25,122245,8251,0
420000,secondary,no,28,150413,10267,0
20000,secondary,yes,59,6369,3573,0
340000,secondary,yes,31,230724,20000,0
20000,primary,no,25,101677,15300,1
320000,post-grad,no,52,216724,30000,0
360000,primary,yes,39,0,0,0
100000,primary,no,29,257096,27500,0
310000,primary,no,36,298887,498304,0
140000,secondary,no,24,223957,17229,0
200000,secondary,no,33,607388,21500,0
30000,secondary,no,28,4522,2779,1
130000,post-grad,yes,25,788961,29447,0
